주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,현재 주차 차량수,현재 주차 차량수 업데이트시간,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 요금,버스 추가 단위 시간(분 단위),일 최대 요금,주차장 위치 좌표 위도,주차장 위치 좌표 경도,공유 주차장 관리업체명,공유 주차장 여부,공유 주차장 관리업체 링크,공유 주차장 기타사항
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55477765,126.8166734,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55475057,126.8162278,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55605546,126.816594,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.5544996,126.8166878,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55364466,126.8167296,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.5540322,126.8167131,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55619548,126.8165861,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55552951,126.8162011,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55468529,126.8166785,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55369096,126.8167267,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55303747,126.8162914,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55436111,126.8166933,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.5556665,126.8161943,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55373702,126.8167252,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55543751,126.8162064,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55357127,126.8162728,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55548303,126.8162027,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.5558239,126.816606,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55470741,126.8162307,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55432332,126.8162488,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55445328,126.8166898,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55299163,126.8162944,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55556462,126.8166181,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.5547934,126.8162251,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55463897,126.8166806,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55427727,126.8162511,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55294687,126.8162974,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55608397,126.8161733,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55290261,126.8162994,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55547754,126.8166202,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.5561025,126.816591,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55436962,126.816246,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55361732,126.8162705,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55370968,126.8162662,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55603693,126.8161763,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55473135,126.8166762,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55352494,126.8162749,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55594457,126.8161806,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55613003,126.8161711,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55441568,126.8162445,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55431478,126.8166954,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55423094,126.8162532,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55343587,126.8162786,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55482371,126.8166719,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55398674,126.8167166,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55601,126.8165955,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55557449,126.8161992,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55440722,126.8166914,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55454566,126.8166855,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55459196,126.8166827,,N,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1.15001E+12,120,5,120,5,0,0,0,0,0,37.55561562,126.8166187,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56863128,127.0022548,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56852258,127.0022644,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.5687419,127.0022465,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56868659,127.0022512,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56907094,127.0022251,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56901569,127.0022301,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56841363,127.0022737,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56912618,127.0022201,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56857598,127.0022596,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56879529,127.0022417,,N,,
1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,3,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56846727,127.0022692,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56832362,126.9979508,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56750484,126.9980178,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56790593,126.9979848,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.5675585,126.9980131,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56795959,126.9979802,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56821635,126.9979592,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56837721,126.9979465,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56745128,126.9980225,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56785237,126.9979896,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56826994,126.9979549,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56761207,126.9980083,,N,,
1509853,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,8,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11402E+12,750,5,750,5,0,0,0,0,0,37.56801316,126.9979754,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.5658453,126.9135887,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56596969,126.9140292,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56574812,126.9132589,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56590648,126.9138086,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56587534,126.9136991,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56593769,126.9139181,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56581304,126.91348,,N,,
1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1,0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.14401E+12,0,0,0,0,0,0,0,0,0,37.56577816,126.9133707,,N,,
